CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
203245,1,51,Company Invited,3,7,Salaried,Male,3,4,Deluxe,3,Single,5,1,2,0,1,Manager,23406
203806,0,46,Company Invited,1,7,Small Business,Male,3,4,Deluxe,3,Single,6,0,1,1,2,Manager,24077
203205,1,37,Self Enquiry,1,22,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,0,1,Manager,23512
203503,0,36,Self Enquiry,3,14,Salaried,Male,4,4,Basic,3,Divorced,3,0,3,1,1,Executive,21082
204654,0,36,Self Enquiry,1,17,Salaried,Male,3,4,Basic,3,Married,3,0,5,0,1,Executive,22595
202012,0,38,Self Enquiry,1,6,Salaried,Female,2,3,Standard,3,Single,5,1,1,0,1,Senior Manager,22861
200203,0,40,Self Enquiry,1,25,Small Business,Male,2,3,Deluxe,3,Divorced,1,1,2,1,1,Manager,17741
201017,0,27,Self Enquiry,1,17,Salaried,Male,3,3,Basic,5,Divorced,1,0,5,1,2,Executive,17099
200997,1,27,Self Enquiry,1,23,Salaried,Female,2,3,Basic,3,Single,2,1,5,1,0,Executive,17394
202063,0,36,Self Enquiry,1,6,Salaried,Female,2,3,Deluxe,4,Married,1,0,5,1,1,Manager,20228
201390,1,28,Self Enquiry,1,23,Large Business,Male,2,4,Basic,3,Married,6,0,3,0,1,Executive,17367
204823,1,20,Self Enquiry,3,12,Salaried,Male,4,4,Standard,4,Single,2,1,4,1,1,Senior Manager,21672
204829,1,22,Company Invited,3,25,Small Business,Female,4,4,Deluxe,3,Married,2,1,5,0,2,Manager,21303
201658,0,34,Company Invited,1,8,Salaried,Male,2,4,Deluxe,3,Married,2,0,4,0,1,Manager,24547
204675,1,37,Self Enquiry,1,22,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,0,2,Manager,23512
203596,0,22,Self Enquiry,1,12,Small Business,Male,4,4,Basic,3,Single,3,0,1,1,2,Executive,21795
203146,0,31,Self Enquiry,3,15,Salaried,Male,4,4,Standard,3,Married,7,0,3,1,1,Senior Manager,25942
203476,1,40,Company Invited,1,9,Salaried,Female,3,5,Basic,5,Single,4,1,3,0,1,Executive,22324
202960,0,24,Self Enquiry,1,11,Small Business,Male,3,3,Basic,5,Divorced,4,0,4,0,2,Executive,21497
203822,0,43,Self Enquiry,3,19,Small Business,Male,4,4,Deluxe,3,Married,5,1,1,0,1,Manager,23765
204118,1,39,Self Enquiry,1,36,Small Business,Male,4,4,Deluxe,5,Married,2,1,3,1,3,Manager,25351
203354,0,24,Self Enquiry,1,7,Salaried,Male,3,4,Basic,3,Divorced,3,0,4,0,2,Executive,19901
201035,0,31,Self Enquiry,2,14,Small Business,Female,3,1,Basic,4,Single,1,0,1,0,2,Executive,17109
200541,0,36,Company Invited,1,14,Salaried,Female,3,2,Standard,5,Divorced,1,0,3,0,0,Senior Manager,26713
202071,0,40,Company Invited,1,22,Small Business,Male,2,4,Deluxe,3,Single,7,0,5,0,0,Manager,20094
202682,0,33,Self Enquiry,3,11,Salaried,Female,3,4,Basic,4,Divorced,4,0,3,1,1,Executive,22609
201446,0,34,Self Enquiry,3,34,Small Business,Female,3,4,Deluxe,3,Married,2,0,5,1,0,Manager,21712
202824,0,25,Self Enquiry,3,17,Small Business,Female,4,4,Deluxe,3,Married,3,1,2,0,3,Manager,22938
201510,0,35,Self Enquiry,1,10,Salaried,Male,3,3,Basic,3,Married,2,0,4,1,1,Executive,16951
204671,0,35,Self Enquiry,3,7,Small Business,Male,4,2,Deluxe,3,Married,2,0,5,0,2,Manager,28403
204875,1,36,Company Invited,1,8,Small Business,Male,4,4,Basic,4,Married,3,1,3,1,1,Executive,22927
204001,0,52,Self Enquiry,1,16,Salaried,Male,4,4,Basic,3,Married,5,0,3,1,1,Executive,20753
203411,0,41,Self Enquiry,1,7,Salaried,Male,3,4,Basic,4,Divorced,5,0,1,1,2,Executive,21065
204117,0,41,Self Enquiry,1,26,Small Business,Male,2,4,Deluxe,3,Married,2,1,1,1,1,Manager,21419
200681,0,38,Self Enquiry,1,6,Large Business,Female,3,3,Standard,5,Divorced,2,0,4,1,2,Senior Manager,28582
204167,0,43,Self Enquiry,1,24,Salaried,Female,3,2,Deluxe,5,Single,5,1,1,1,2,Manager,25223
202193,0,46,Self Enquiry,1,13,Small Business,Male,3,3,Standard,3,Married,7,0,1,1,1,Senior Manager,25845
204752,1,43,Company Invited,3,19,Salaried,Male,3,4,Super Deluxe,5,Single,2,1,5,1,2,AVP,32436
204886,1,19,Self Enquiry,3,16,Small Business,Male,3,4,Basic,3,Single,3,0,5,0,2,Executive,20289
204453,0,51,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Married,2,0,1,0,2,Executive,22553
203322,0,43,Company Invited,2,9,Small Business,Male,4,2,Deluxe,5,Divorced,2,0,2,0,3,Manager,24950
204182,0,46,Self Enquiry,1,27,Small Business,Male,4,4,Super Deluxe,3,Married,2,1,3,1,2,AVP,32174
200626,0,32,Self Enquiry,1,14,Small Business,Female,3,1,Deluxe,3,Divorced,6,0,3,1,2,Manager,20175
200544,0,47,Company Invited,3,9,Small Business,Female,2,3,Super Deluxe,3,Married,1,1,5,1,1,AVP,28770
201456,0,35,Company Invited,1,24,Salaried,Male,3,3,Deluxe,3,Married,2,1,3,1,0,Manager,20689
201171,1,40,Self Enquiry,1,13,Salaried,Male,3,3,Basic,5,Single,4,1,3,0,1,Executive,17166
202579,0,37,Self Enquiry,1,13,Small Business,Male,3,4,Deluxe,4,Married,8,0,4,1,2,Manager,23619
202464,0,25,Company Invited,1,18,Salaried,Female,4,3,Deluxe,3,Married,2,0,3,1,3,Manager,22689
203008,0,46,Self Enquiry,3,9,Large Business,Male,3,6,Deluxe,3,Single,2,0,5,0,1,Manager,25310
200903,0,29,Self Enquiry,1,13,Salaried,Male,2,3,Deluxe,3,Married,2,1,3,0,0,Manager,21623
202944,0,33,Self Enquiry,1,16,Salaried,Female,4,4,Deluxe,3,Divorced,3,1,5,1,3,Manager,25000
204491,0,38,Self Enquiry,1,17,Salaried,Female,3,4,Basic,5,Married,2,1,3,1,1,Executive,21460
203077,0,37,Self Enquiry,2,15,Salaried,Male,4,5,Basic,5,Divorced,2,0,2,1,3,Executive,21020
202001,0,32,Self Enquiry,1,9,Salaried,Female,2,3,Standard,3,Single,4,0,1,1,0,Senior Manager,26159
203103,0,29,Self Enquiry,3,12,Small Business,Male,4,4,Deluxe,3,Single,3,0,3,1,1,Manager,23586
202604,0,23,Self Enquiry,1,26,Small Business,Male,4,4,Basic,3,Divorced,3,0,2,0,2,Executive,21001
200641,0,32,Company Invited,3,11,Salaried,Male,2,3,Deluxe,4,Divorced,2,0,3,1,1,Manager,21524
203645,1,24,Self Enquiry,1,15,Small Business,Male,4,5,Basic,3,Single,3,1,4,1,3,Executive,22667
204581,1,42,Self Enquiry,1,9,Salaried,Female,3,6,Basic,3,Married,6,1,3,0,2,Executive,21456
202750,0,33,Self Enquiry,3,14,Salaried,Male,4,5,Deluxe,3,Divorced,3,0,3,1,3,Manager,24162
204834,1,35,Company Invited,3,8,Salaried,Female,3,6,Basic,3,Single,3,0,3,0,2,Executive,23122
200062,0,50,Self Enquiry,1,13,Small Business,Female,2,4,King,3,Married,6,1,4,1,1,VP,33740
203392,0,31,Self Enquiry,1,24,Small Business,Female,4,4,Standard,5,Divorced,3,1,4,0,3,Senior Manager,30594
203711,0,35,Company Invited,3,17,Salaried,Male,3,4,Deluxe,3,Married,3,1,1,1,2,Manager,22679
203262,0,32,Company Invited,3,27,Salaried,Male,4,2,Basic,3,Divorced,2,0,5,1,2,Executive,21469
204325,0,61,Self Enquiry,1,14,Salaried,Female,3,4,King,5,Married,7,0,5,1,1,VP,38244
204048,0,27,Self Enquiry,2,32,Salaried,Female,4,4,Basic,3,Married,3,0,4,1,2,Executive,21620
201057,1,29,Company Invited,3,19,Large Business,Female,2,3,Deluxe,4,Single,6,0,3,0,1,Manager,20765
201624,0,32,Company Invited,3,14,Small Business,Female,2,3,Standard,3,Single,2,0,4,1,1,Senior Manager,23998
201944,0,24,Self Enquiry,1,29,Small Business,Male,2,1,Basic,3,Married,2,1,4,0,0,Executive,17725
203035,1,34,Self Enquiry,3,23,Small Business,Female,4,4,Deluxe,5,Single,7,0,3,1,1,Manager,24002
200656,1,32,Self Enquiry,1,31,Salaried,Male,2,3,Basic,3,Single,2,1,5,1,0,Executive,17795
200104,0,37,Company Invited,1,8,Salaried,Male,3,4,Deluxe,3,Married,6,0,2,0,1,Manager,20163
204389,0,27,Self Enquiry,3,35,Small Business,Male,4,4,Deluxe,4,Married,3,0,3,0,1,Manager,24950
203478,0,46,Self Enquiry,1,27,Small Business,Male,4,6,Standard,5,Married,4,1,3,0,1,Senior Manager,29529
203764,0,43,Company Invited,1,17,Large Business,Male,3,4,Basic,3,Married,5,0,4,1,1,Executive,21614
204428,1,34,Company Invited,1,10,Salaried,Male,4,4,Basic,5,Single,3,1,5,1,1,Executive,22026
203116,0,43,Self Enquiry,3,21,Small Business,Female,4,5,Deluxe,3,Single,2,0,3,0,1,Manager,24922
200187,0,55,Self Enquiry,1,20,Small Business,Male,3,2,King,4,Single,1,0,2,0,2,VP,33722
203491,0,34,Company Invited,3,14,Small Business,Male,3,4,Deluxe,5,Divorced,2,0,3,0,1,Manager,23051
201648,0,46,Self Enquiry,3,6,Small Business,Female,3,3,Standard,5,Married,2,0,1,1,2,Senior Manager,25453
202512,0,36,Company Invited,1,7,Small Business,Male,4,4,Basic,5,Divorced,6,0,2,0,2,Executive,20872
204631,0,28,Self Enquiry,1,23,Large Business,Female,3,4,Basic,4,Married,2,0,1,1,1,Executive,21489
201443,0,42,Self Enquiry,1,8,Salaried,Male,2,3,King,3,Married,6,0,3,1,1,VP,33880
204220,0,33,Self Enquiry,3,14,Salaried,Male,4,5,Deluxe,3,Married,3,0,3,1,1,Manager,24162
201161,0,38,Self Enquiry,1,8,Small Business,Female,2,4,Standard,3,Married,4,1,5,1,1,Senior Manager,22756
201077,1,29,Self Enquiry,1,6,Large Business,Male,3,4,Basic,5,Single,7,0,3,0,2,Executive,17362
202934,0,39,Self Enquiry,1,7,Salaried,Female,3,4,Basic,5,Single,5,0,2,1,2,Executive,21297
204253,0,28,Self Enquiry,3,15,Small Business,Female,3,4,Deluxe,4,Married,3,0,1,0,2,Manager,24892
200897,0,59,Self Enquiry,3,9,Salaried,Female,2,4,Deluxe,3,Single,6,0,3,0,0,Manager,20171
203057,0,35,Self Enquiry,2,10,Salaried,Male,3,4,Basic,3,Divorced,2,0,2,1,2,Executive,22415
202664,0,37,Self Enquiry,1,12,Salaried,Male,4,4,Deluxe,4,Single,2,0,2,0,3,Manager,24592
202717,0,38,Self Enquiry,3,13,Small Business,Male,4,4,Deluxe,3,Divorced,6,0,3,0,1,Manager,25180
202133,1,21,Self Enquiry,1,24,Salaried,Female,3,3,Basic,3,Single,2,0,3,1,2,Executive,17693
202160,0,31,Self Enquiry,1,18,Small Business,Female,2,3,Deluxe,3,Married,1,1,4,1,0,Manager,20855
201245,0,24,Company Invited,2,16,Small Business,Male,2,3,Basic,3,Married,1,0,4,1,1,Executive,17145
203989,0,32,Self Enquiry,1,15,Salaried,Female,4,4,Deluxe,3,Single,3,0,5,1,3,Manager,23102
200296,1,18,Self Enquiry,1,9,Salaried,Male,2,3,Basic,3,Single,2,0,4,0,0,Executive,16420
200498,0,22,Self Enquiry,1,12,Small Business,Male,3,3,Basic,3,Divorced,1,0,2,1,0,Executive,17773
203062,0,26,Self Enquiry,1,9,Small Business,Male,4,2,Basic,5,Single,2,0,2,1,3,Executive,22102
203637,0,39,Company Invited,1,9,Small Business,Female,3,5,Basic,4,Single,3,0,1,1,1,Executive,21118
202963,0,30,Company Invited,1,7,Salaried,Male,4,6,Basic,3,Married,3,0,2,1,1,Executive,21398
204479,0,24,Self Enquiry,1,17,Small Business,Male,4,2,Basic,3,Single,3,0,1,0,2,Executive,22183
204082,0,39,Self Enquiry,3,7,Salaried,Female,3,5,Deluxe,3,Single,6,0,1,0,2,Manager,27364
204739,0,30,Self Enquiry,1,15,Small Business,Male,4,5,Deluxe,3,Married,3,1,3,1,2,Manager,23734
202162,0,32,Self Enquiry,1,9,Small Business,Female,3,3,Deluxe,5,Married,2,0,1,1,0,Manager,21725
202897,1,27,Company Invited,2,24,Salaried,Female,3,4,Basic,3,Married,2,1,5,0,2,Executive,21419
204552,0,26,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,5,Married,3,0,3,1,2,Manager,22934
202680,1,34,Self Enquiry,1,9,Salaried,Female,3,4,Basic,5,Divorced,2,0,3,1,1,Executive,21385
200111,1,34,Company Invited,1,13,Salaried,Male,3,5,Deluxe,3,Single,2,1,5,1,1,Manager,21074
204120,0,23,Self Enquiry,1,12,Salaried,Male,3,2,Basic,4,Married,3,1,4,1,1,Executive,21006
201578,0,25,Self Enquiry,1,13,Small Business,Male,3,4,Basic,3,Married,2,0,1,0,2,Executive,17889
204706,1,34,Company Invited,1,36,Small Business,Female,3,5,Deluxe,3,Single,3,0,5,1,1,Manager,23186
201646,0,33,Self Enquiry,1,8,Salaried,Male,2,3,Basic,3,Single,1,0,3,1,0,Executive,17500
200693,1,36,Self Enquiry,3,9,Salaried,Male,2,4,Standard,3,Divorced,2,1,2,1,0,Senior Manager,25325
204294,0,25,Self Enquiry,3,17,Small Business,Female,4,4,Deluxe,3,Married,3,1,1,0,1,Manager,22938
202297,0,28,Company Invited,1,12,Salaried,Male,2,4,Basic,3,Married,2,1,4,1,1,Executive,17703
202011,0,36,Company Invited,1,14,Salaried,Female,3,1,Standard,5,Married,1,0,3,0,1,Senior Manager,26713
201999,0,38,Self Enquiry,1,6,Salaried,Female,2,1,Deluxe,3,Single,1,0,1,0,0,Manager,22625
200826,0,38,Self Enquiry,2,6,Salaried,Male,2,1,Basic,3,Divorced,2,0,4,1,0,Executive,17844
201976,0,37,Self Enquiry,1,9,Salaried,Male,2,3,Standard,3,Married,2,0,1,1,0,Senior Manager,24434
202400,1,51,Self Enquiry,3,30,Small Business,Female,2,4,Deluxe,4,Single,1,1,5,1,1,Manager,17838
201674,1,38,Self Enquiry,1,35,Small Business,Male,3,3,Deluxe,5,Married,1,1,3,1,2,Manager,21673
201532,0,50,Self Enquiry,1,13,Small Business,Female,2,4,King,3,Married,6,1,4,1,1,VP,33740
200665,0,47,Self Enquiry,3,8,Salaried,Female,3,4,Basic,3,Single,2,1,2,1,0,Executive,18294
202017,1,42,Company Invited,1,25,Small Business,Male,2,1,Basic,3,Married,7,1,3,0,0,Executive,17759
201174,0,25,Company Invited,1,8,Salaried,Male,3,1,Deluxe,3,Married,2,0,1,0,1,Manager,20206
200905,0,29,Self Enquiry,1,6,Salaried,Female,2,4,Super Deluxe,3,Married,4,0,2,0,1,AVP,31124
204745,1,32,Company Invited,1,22,Small Business,Male,4,4,Basic,3,Married,3,0,4,1,1,Executive,21288
201353,1,34,Company Invited,1,22,Large Business,Male,2,5,Basic,5,Married,2,1,3,1,0,Executive,17307
204172,0,52,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Married,3,0,4,1,1,Executive,21401
200485,0,27,Self Enquiry,1,12,Small Business,Female,3,4,Basic,3,Married,1,0,2,1,1,Executive,17187
200360,0,57,Self Enquiry,1,6,Small Business,Male,2,3,Deluxe,3,Divorced,3,0,3,1,1,Manager,21755
202403,1,28,Self Enquiry,1,7,Large Business,Male,3,4,Basic,5,Single,7,0,3,1,1,Executive,17080
204319,1,26,Self Enquiry,1,10,Small Business,Male,4,4,Basic,5,Married,7,0,5,1,2,Executive,22709
200569,0,36,Company Invited,3,14,Salaried,Male,3,4,Standard,5,Single,2,0,2,0,2,Senior Manager,22587
203891,0,37,Company Invited,3,22,Small Business,Male,3,6,Deluxe,3,Married,3,0,1,1,1,Manager,24084
202487,0,28,Company Invited,3,15,Salaried,Male,3,4,Standard,3,Single,3,0,2,1,1,Senior Manager,27404
202894,0,32,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,3,Single,6,1,5,1,2,Manager,25260
203206,1,27,Company Invited,1,9,Salaried,Male,3,4,Basic,5,Divorced,8,1,5,1,1,Executive,20720
200341,0,38,Self Enquiry,1,21,Salaried,Male,3,4,Standard,3,Married,1,1,5,1,1,Senior Manager,26510
202879,1,34,Self Enquiry,1,22,Small Business,Male,3,4,Standard,3,Divorced,2,1,5,0,1,Senior Manager,32288
203788,0,38,Self Enquiry,1,14,Small Business,Male,4,4,Deluxe,5,Married,7,1,3,0,1,Manager,22962
200302,0,28,Self Enquiry,1,22,Small Business,Male,3,2,Deluxe,5,Single,1,0,5,0,2,Manager,20661
204480,1,48,Company Invited,3,34,Salaried,Female,4,2,Deluxe,3,Single,6,1,4,0,2,Manager,25075
203188,1,38,Self Enquiry,1,18,Small Business,Female,4,6,Deluxe,4,Divorced,7,0,4,1,1,Manager,23455
203017,1,27,Self Enquiry,3,15,Large Business,Male,3,5,Deluxe,5,Single,8,0,3,1,2,Manager,24004
203732,0,36,Company Invited,1,9,Small Business,Male,3,4,Deluxe,3,Married,4,0,3,0,2,Manager,24440
204279,0,47,Company Invited,1,14,Small Business,Female,2,4,Deluxe,3,Married,4,0,5,1,1,Manager,23936
203617,0,37,Self Enquiry,1,12,Salaried,Female,3,4,Standard,5,Married,6,0,4,1,2,Senior Manager,26686
203378,0,26,Self Enquiry,1,7,Small Business,Female,3,4,Basic,4,Single,3,0,3,1,1,Executive,20774
200266,0,31,Self Enquiry,1,29,Small Business,Male,3,4,Deluxe,3,Divorced,1,0,3,1,1,Manager,20582
201579,0,22,Self Enquiry,1,21,Small Business,Female,2,3,Basic,3,Single,2,0,1,1,1,Executive,17871
204649,0,49,Self Enquiry,1,13,Salaried,Male,4,5,Deluxe,3,Single,4,0,1,0,3,Manager,22918
201302,0,35,Self Enquiry,1,29,Small Business,Male,3,5,Basic,3,Married,1,0,1,1,0,Executive,17705
201196,0,41,Self Enquiry,3,29,Salaried,Male,3,3,Standard,3,Single,4,1,3,0,2,Senior Manager,22082
202437,1,40,Self Enquiry,2,24,Salaried,Male,2,1,Basic,5,Married,1,0,1,1,1,Executive,17387
202440,1,27,Company Invited,1,30,Salaried,Male,3,4,Basic,3,Single,2,1,3,1,1,Executive,17534
203736,0,40,Company Invited,3,27,Salaried,Male,3,4,Deluxe,3,Married,4,0,3,1,1,Manager,22805
203401,0,41,Company Invited,1,23,Salaried,Male,4,4,Basic,3,Married,2,0,3,1,3,Executive,22222
200015,0,29,Self Enquiry,1,27,Salaried,Female,2,2,Standard,5,Married,2,0,5,1,1,Senior Manager,24980
200139,0,30,Self Enquiry,2,15,Salaried,Male,2,3,Deluxe,3,Divorced,1,1,3,1,1,Manager,21347
202457,0,35,Self Enquiry,1,26,Small Business,Male,4,4,Basic,3,Married,2,0,3,0,3,Executive,21339
200988,0,41,Company Invited,1,28,Salaried,Female,3,3,Deluxe,3,Married,4,1,5,0,0,Manager,20467
204420,0,38,Self Enquiry,1,10,Salaried,Male,3,4,Standard,3,Married,3,0,1,1,1,Senior Manager,28112
202901,1,19,Company Invited,3,12,Small Business,Male,4,4,Basic,4,Single,3,1,4,1,3,Executive,20556
200474,0,24,Self Enquiry,1,29,Small Business,Male,2,2,Basic,3,Divorced,2,1,4,0,1,Executive,17725
203588,0,32,Company Invited,3,9,Salaried,Male,3,4,Deluxe,5,Single,2,0,1,0,1,Manager,24010
200118,0,36,Self Enquiry,1,9,Salaried,Female,2,3,Basic,3,Married,6,0,2,1,0,Executive,17835
204337,0,31,Company Invited,3,29,Salaried,Female,4,4,Standard,5,Married,2,0,1,1,2,Senior Manager,27090
201298,1,46,Self Enquiry,1,27,Small Business,Female,3,3,Deluxe,4,Married,5,0,3,1,2,Manager,23926
202791,0,48,Company Invited,3,11,Small Business,Male,3,4,Deluxe,3,Single,5,0,4,0,2,Manager,21654
202398,1,44,Company Invited,3,7,Large Business,Male,3,3,Basic,3,Married,4,0,3,1,1,Executive,22978
200709,1,31,Company Invited,1,15,Small Business,Male,2,4,Basic,5,Single,1,1,3,1,0,Executive,17321
204397,0,36,Self Enquiry,1,32,Salaried,Male,3,5,Deluxe,3,Single,6,0,1,1,1,Manager,22359
200500,0,32,Self Enquiry,1,15,Salaried,Female,3,3,Deluxe,3,Divorced,2,1,5,1,2,Manager,21322
204232,0,28,Self Enquiry,1,12,Salaried,Female,3,4,Basic,4,Single,3,1,3,0,2,Executive,21156
201909,1,31,Company Invited,1,26,Salaried,Male,3,3,Standard,3,Married,4,0,3,1,0,Senior Manager,24824
200566,1,47,Company Invited,3,33,Salaried,Female,3,1,Deluxe,3,Single,5,1,4,1,2,Manager,21397
201511,0,27,Self Enquiry,1,8,Salaried,Female,2,3,Basic,5,Married,2,0,3,1,1,Executive,17341
201340,0,36,Self Enquiry,3,16,Large Business,Female,3,4,Deluxe,3,Married,2,1,1,1,2,Manager,20673
201806,1,29,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Married,2,1,3,0,1,Executive,17119
201313,1,29,Self Enquiry,2,19,Salaried,Male,2,4,Basic,5,Married,5,1,5,1,1,Executive,17335
203751,0,29,Self Enquiry,1,7,Small Business,Female,4,4,Basic,5,Married,3,0,1,1,1,Executive,22269
201543,0,32,Self Enquiry,1,6,Salaried,Male,3,3,Deluxe,4,Married,2,0,3,1,0,Manager,21220
204072,0,41,Self Enquiry,3,11,Small Business,Male,4,5,Standard,3,Married,2,0,1,1,2,Senior Manager,29533
202708,1,29,Self Enquiry,1,9,Salaried,Male,4,4,Basic,3,Single,4,0,4,1,2,Executive,22163
201870,0,39,Company Invited,1,6,Salaried,Male,2,3,King,3,Married,2,1,3,0,0,VP,34197
200098,0,58,Self Enquiry,3,16,Small Business,Male,2,3,Super Deluxe,3,Single,1,0,3,1,1,AVP,28872
203043,0,37,Self Enquiry,2,20,Salaried,Male,3,4,Basic,4,Divorced,6,0,3,1,1,Executive,20821
201427,0,40,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Married,1,0,1,0,0,Executive,17406
202566,1,57,Self Enquiry,1,21,Salaried,Female,4,4,Basic,4,Divorced,2,1,5,1,2,Executive,23641
203130,0,42,Self Enquiry,1,13,Small Business,Male,3,4,Basic,5,Single,4,1,4,1,1,Executive,23399
200887,0,42,Company Invited,1,32,Small Business,Female,2,3,Standard,5,Divorced,4,1,3,0,1,Senior Manager,28191
202961,0,26,Self Enquiry,3,15,Salaried,Male,3,3,Deluxe,4,Divorced,2,0,4,0,1,Manager,23529
201941,0,38,Self Enquiry,1,16,Small Business,Female,3,3,Deluxe,3,Married,4,0,3,0,1,Manager,24824
204093,0,39,Self Enquiry,1,16,Salaried,Female,4,4,Basic,3,Single,3,0,1,1,3,Executive,20966
200260,0,32,Company Invited,1,13,Salaried,Male,3,2,Basic,4,Divorced,2,0,2,0,1,Executive,17794
203271,0,29,Company Invited,1,13,Salaried,Male,3,5,Basic,3,Married,3,1,4,1,1,Executive,21381
201386,0,26,Self Enquiry,1,6,Small Business,Male,3,3,Basic,5,Single,1,0,5,1,2,Executive,17867
203623,0,35,Self Enquiry,1,10,Salaried,Female,4,4,Deluxe,4,Married,3,0,5,1,3,Manager,24111
200916,0,46,Self Enquiry,3,10,Small Business,Female,2,4,King,4,Divorced,3,0,5,1,0,VP,33789
204237,1,29,Self Enquiry,1,9,Small Business,Male,3,6,Basic,3,Married,7,1,3,1,2,Executive,22142
201719,0,45,Company Invited,1,13,Salaried,Male,3,1,Deluxe,3,Married,5,0,1,1,0,Manager,21434
200489,0,43,Self Enquiry,1,12,Salaried,Male,2,4,Super Deluxe,3,Married,5,1,3,1,0,AVP,31627
203910,0,40,Self Enquiry,1,13,Small Business,Male,3,5,Standard,5,Married,6,0,4,1,1,Senior Manager,28669
203694,0,30,Company Invited,1,7,Salaried,Male,4,2,Deluxe,3,Single,2,1,3,0,2,Manager,24972
202157,0,36,Self Enquiry,1,8,Small Business,Male,3,3,Basic,3,Single,5,0,5,1,1,Executive,17519
201081,0,35,Self Enquiry,1,22,Salaried,Female,3,4,Standard,4,Single,2,0,1,1,2,Senior Manager,23606
204303,0,38,Self Enquiry,1,17,Salaried,Male,3,4,Deluxe,4,Single,4,1,5,0,2,Manager,22875
202244,0,55,Company Invited,1,8,Small Business,Male,2,4,Super Deluxe,5,Single,1,0,3,1,1,AVP,31756
201144,0,31,Company Invited,3,8,Salaried,Male,2,3,Deluxe,5,Single,1,0,1,0,0,Manager,20332
200533,0,40,Company Invited,3,11,Salaried,Male,2,4,Standard,5,Divorced,6,1,5,0,1,Senior Manager,25475
204308,0,32,Self Enquiry,1,14,Small Business,Female,3,4,Deluxe,5,Married,3,0,1,1,1,Manager,22984
203109,0,48,Self Enquiry,3,9,Salaried,Female,4,5,Basic,3,Single,3,1,2,1,1,Executive,21972
200146,0,30,Self Enquiry,1,8,Small Business,Male,2,4,Basic,3,Single,1,0,4,0,0,Executive,17720
201436,0,21,Self Enquiry,3,11,Small Business,Male,2,3,Basic,5,Single,2,1,1,1,0,Executive,17380
200635,0,35,Self Enquiry,1,15,Salaried,Female,3,4,Standard,3,Divorced,2,1,4,1,1,Senior Manager,25685
201583,0,24,Self Enquiry,1,24,Salaried,Male,2,3,Basic,3,Married,1,0,4,0,0,Executive,17774
202911,0,38,Company Invited,3,16,Small Business,Male,4,4,Standard,4,Married,3,0,2,1,1,Senior Manager,27512
204388,0,25,Self Enquiry,1,30,Small Business,Male,3,2,Basic,3,Married,3,1,4,0,1,Executive,21403
204717,0,35,Company Invited,1,10,Salaried,Male,3,5,Basic,3,Married,5,0,1,0,1,Executive,21657
203597,1,19,Company Invited,3,10,Small Business,Female,4,4,Basic,3,Single,3,1,5,0,2,Executive,20247
201533,0,59,Self Enquiry,3,31,Salaried,Female,4,3,Standard,5,Single,1,0,3,1,1,Senior Manager,22637
204729,0,22,Self Enquiry,1,7,Large Business,Female,4,5,Basic,4,Single,3,1,5,1,2,Executive,20748
200074,0,36,Self Enquiry,1,12,Salaried,Female,2,2,Deluxe,3,Divorced,4,0,2,0,0,Manager,18038
204556,0,39,Self Enquiry,3,16,Small Business,Male,4,5,Basic,4,Married,2,0,4,0,3,Executive,21577
201068,1,28,Company Invited,1,8,Small Business,Male,2,4,Basic,5,Single,1,0,4,0,0,Executive,17561
201506,1,50,Self Enquiry,3,9,Small Business,Male,2,4,Basic,3,Married,2,1,4,1,1,Executive,17683
203816,0,40,Self Enquiry,1,16,Small Business,Male,3,4,Deluxe,5,Married,3,0,4,1,1,Manager,23829
203152,0,37,Company Invited,3,15,Large Business,Male,3,4,Deluxe,3,Married,6,0,3,1,1,Manager,23757
201571,0,32,Self Enquiry,1,6,Salaried,Male,3,3,Basic,5,Single,2,0,1,0,1,Executive,17956
204205,0,37,Self Enquiry,1,10,Large Business,Male,2,4,Deluxe,4,Single,6,0,1,1,1,Manager,23163
203994,0,31,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Married,3,1,1,1,2,Manager,23804
200163,0,57,Self Enquiry,1,30,Salaried,Male,2,2,Standard,3,Married,4,1,4,1,1,Senior Manager,24439
203071,0,53,Company Invited,1,32,Small Business,Female,3,5,Super Deluxe,3,Divorced,5,0,5,0,2,AVP,32504
203312,0,29,Self Enquiry,1,26,Small Business,Male,4,5,Basic,5,Divorced,3,0,3,1,3,Executive,21874
204400,0,38,Self Enquiry,3,9,Small Business,Male,4,4,Deluxe,3,Married,6,1,3,0,3,Manager,28280
